166	Bariatric surgery leads to negative outcomes in mental health.
167	Bariatric surgery leads to positive outcomes in mental health.
168	Bariatric surgery reduces colorectal cancer.
169	Bariatric surgery reduces postmenopausal breast cancer.
172	Basophils promote disease development in patients with systemic lupus erythematosus (SLE).
173	Bcp1 is a chaperone for Rpl23.
174	Beta-band coherence is diminished for visible stimuli over invisible stimuli.
175	Beta-band coherence is enhanced for visible stimuli over invisible stimuli.
176	BiP is a general endoplasmic reticulum stress marker.
177	Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.
178	Birth-weight is negatively associated with breast cancer.
181	Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.
182	Bone Marrow (BM) transplantation is used to treat acute myeloid leukemia (AML)
184	Bone marrow cells don't contribute to adult macrophage compartments.
186	British female students are bullied more than British male students.
187	British male students are bullied more than British female students.
189	Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.
196	C2 works synergistically with A-769662 to activate dephosphorylated AMPK.
197	CCL19 is a ligand for CCR7.
199	CCL19 is predominantly present within dLNs.
200	CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.
201	CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.
203	CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.
204	CDK6 shows impaired binding to loss-of-function variants of p18 INK4C.
205	CDK6 shows improved binding to loss-of-function variants of p18 INK4C.
209	CHOP is a general endoplasmic reticulum stress marker.
210	COPI coatmer is involved in lipid homeostasis.
211	COPI coatmer is involved in viral replication.
214	CRP is positively correlated with postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.
220	Ca2+ cycling controls whole-body energy homeostasis in beige fat.
221	Ca2+ cycling is a UCP1-dependent thermogenic mechanism.
222	Ca2+ cycling is a UCP1-independent thermogenic mechanism.
223	Cancer cells can stimulate the accumulation of intra-tumoural myeloid-derived suppressor cells by promoting granulocyte colony stimulating factor production.
224	Cancer-associated fibroblasts (CAFs) are constituents of tumor microenvironments
225	Cancer-associated fibroblasts (CAFs) have no known interaction with cancer cells in the formation and activation of CAFs.
226	Cancer-associated fibroblasts (CAFs) interact with cancer cells to mediate formation and activation of CAFs.
227	Cancers that initially benefit from epidermal growth factor receptor targeted therapies later become refractory through several mechanisms.
228	Cardiac tissue-resident macrophages directly contribute to electrical activity.
229	Carriers of HNF4A mutations are at reduced risk for diabetes.
235	Cell autonomous sex determination in somatic cells occurs in Galliformes.
241	Cellular clocks are associated with mitosis timing in NIH 3T3 cells.
242	Cellular clocks are not predictive of mitosis timing in NIH 3T3 cells.
243	Cellular differentiation of embryonic stem cells is accompanied by changes in replication timing, transcription and nuclear localization.
244	Certain immunomodulator-human dialyzable leukocyte extract (hDLE) peptides are recognized by toll-like receptors (TLRs) on macrophages and dendritic cells.
245	Charcoal is an effective treatment for acute paraquat poisoning.
246	Charcoal shows no benefit for acute paraquat poisoning.
247	Chemical injury represses transglutaminase 2 activity.
250	Chenodeoxycholic acid treatment decreases brown adipose tissue activity.
251	Chenodeoxycholic acid treatment increases brown adipose tissue activity.
253	Chinese individuals with TT homozygosity in the MTHFR gene are less vulnerable to strokes caused by low levels of folate intake.
254	Chinese individuals with TT homozygosity in the MTHFR gene are more vulnerable to strokes caused by low levels of folate intake.
255	Chlamydia trachomatis is most prevalent in the UK among individuals in their 50s and 60s.
256	Chlamydia trachomatis is most prevalent in the UK among sexually-experienced individuals aged 16 to 24.
258	Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.
259	Chronic HIV stimulation of B cells leads to the premature exhaustion of B cells.
262	Cis-acting lncRNAs control the expression of genes that are positioned in the vicinity of their transcription sites.
263	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
264	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.
265	Clathrin stabilizes the spindle fiber apparatus during mitosis.
266	Cnn1 recruitment varies with cell cycle timing.
267	Cognitive behavioral therapy is an ineffective treatment for insomnia
272	Combination nicotine replacement therapies with varenicline or bupropion are more effective after 12 weeks of reatment compared to varenicline monotherapy.
277	Commelina yellow mottle virus (ComYMV) has three typical badnavirus ORFs, capable of encoding proteins 23, 15, and 216 kD.
278	Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.
280	Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.
281	Concentrations of SNV and CNV in stem-cell regulatory elements and binding sites of transcription factors in iPSC-lines are distinct from their founding cells.
283	Consumption of whole fruits increases the risk of type 2 diabetes.
285	Continued HHV-8 transmission among MSM in San Francisco may be explained by urogenital contact.
286	Converting apoE4 to apoE3 by gene editing prevents the pathology associated with apoE4 in human iPSCderived neurons.
287	Converting apoE4 to apoE3 by gene editing worsens the pathology associated with apoE4 in human iPSCderived neurons.
290	Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.
292	Cost effectiveness evaluations based on cRCT data lack external validity.
293	Crossover hot spots are found within gene promoters in Saccharomyces cerevisiae.
296	Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.
299	Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.
301	Cytosolic proteins bind to iron-responsive elements on mRNAs coding for TFRC1.
304	DMS3 protein enables Pol V transcription in vivo.
305	DRD1 proteins enable Pol V transcription in vivo.
306	DUSP4 decreases apoptosis.
308	DUSP4 downregulation deactivates the Ras-ERK pathway
309	DUSP4 increases apoptosis.
310	De novo assembly of sequence data has fewer specific contigs than unassembled sequence data.
313	De novo assembly of sequence data has shorter contigs than unassembled sequence data.
315	Decrease of p62 in prostate tumor stroma results in defective autophagy.
316	Decreased conversion of PGE 2 to PPARy ligand 15-ket-PGE 2 causes accumulation of PGE.
317	Decreased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.
323	Deleting Raptor increases G-CSF levels.
325	Deletion of ATM and Rad3 related protein is not predictive of acute tissue loss.
326	Deletion of ATM and Rad3 related protein leads to acute tissue loss.
330	Deltex has no known interactions with eIF3f.
331	Deltex interacts with eIF3. There is no known interaction between Deltex and elF3
332	Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection decreases dissemination of Salmonella Typhimurium from the gut.
333	Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection increases dissemination of Salmonella Typhimurium from the gut.
334	Depletion of nitric oxide is responsible for vasospasm.
335	Deregulation of HAND2 is a crucial step in endometrial carcinogenesis in mice.
336	Destination container port throughput(CPT) is negatively related to dengue virus (DENV-1) diffusion in air traffic shipments.
337	Destination container port throughput(CPT) is positively related to dengue virus (DENV-1) diffusion in air traffic shipments.
339	Dexamethasone increases risk of postoperative bleeding.
340	Diabetes remission occurs less in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.
341	Diabetes remission occurs more in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.
342	Diabetic patients with acute coronary syndrome experience decreased short-term and long-term risk for bleeding events.
345	Differentiated E2f-1, -2, -3 TKO cells in the intestine do not exhibit apoptosis.
346	Differentiation of progenitor cells to myeloid cells is skewed upon activation of insulin signaling.
347	Differentiation of progenitor cells to myeloid cells is skewed when insulin signaling is suppressed.
349	Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.
351	Distant CREs are important for transcriptional regulation.
352	Distant CREs are less conserved among species.
355	Drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs.
356	Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.
357	During non-homologous end joining, the ligation step is not as tolerant of disrepairs and other distortions when joining 3' of strand breaks as compared to 5' strand breaks.
358	During non-homologous end joining, the ligation step is not as tolerant of disrepairs and other distortions when joining 5' of strand breaks as compared to 3' strand breaks.
361	During the primary early antibody response activated B cells migrate toward the inner-and outer follicular areas where oxysterol accumulation is generated by stromal cells.
363	EG7 tumors can be killed by systemic oxaliplatin primed CD8+ T cells from the tumor-draining lymph node cells.
364	EGR2 is important to myelination of the peripheral nervous system.
365	ER-localized phosphatase Sac1 processes PI4P through coordination with OSBP and the endosome-localized protein sorting nexin 2.
366	ERAP1 SNPs are epistatic to HLA alleles for ankylosing spondylitis.
367	Early patent ductus ateriosus (PDA) screening decreases in-hospital mortality.
368	Early patent ductus ateriosus (PDA) screening increases in-hospital mortality.
369	Ectopic expression of Sall4, Nanog, Esrrb, and Lin28 generates induced pluripotent stem cells from mouse embryonic fibroblasts more efficiently than other factor combinations.
370	Egr2 regulates the homeostasis of B and T cells.
371	Egr3 regulates the homeostasis of B and T cells.
372	Eilat virus (EILV) produced in mosquitos elicits rapid and long-lasting neutralizing antibodies in nonhuman primates.
375	Elevated cell-free mitochondrial DNA levels are associated with mortality.
376	Eliminating the last sporadic cases of malaria requires considerable funding.
377	Emodin forms hydrogen bonds with residues involved in PGAM1 substrate binding.
378	Energy balance requires hypothalamic glutamate neurotransmission.
379	Enhanced early production of inflammatory chemokines damages viral control in the lung.
381	Environmental factors can influence the development of breast cancer.
382	Environmentally-induced senescence is mimicked in disease modeling by adding specific molecules to the culture system.
383	Epidemiological disease burden from noncommunicable diseases is more prevalent in high economic settings.
389	Ethanol stress increases the expression of IBP in bacteria.
390	Ethanol stress increases the expression of PSP in bacteria.
391	Ethanol stress increases the expression of SRL in bacteria.
392	Ethanol stress lowers the expression of PSP in bacteria.
393	Ethanol stress reduces the expression of SRL in bacteria.
394	Excess gestational weight gain is associated with obesity-related pregnancy outcomes.
396	Exercise increases cancer mortality rates among Chinese citizens.
397	Exercise reduces cancer mortality rates among Chinese citizens.
398	Exhaustion of B cells contributes to poor Ab response in HIV-infected individuals.
400	Exposure to fine particulate air pollution is unrelated to anxiety prevalence.
401	Expression of MSX2 is induced 3 hours after the addition of BMP4, which is earlier than T and CDX2.
403	Expression of oncolytic virus antigens as peptides makes relapse more likely.
404	Expression of oncolytic virus antigens as peptides permits additional protection against relapse.
406	F4/80+ macrophages regulate mature osteoblast maintenance.
407	FACT and other histone chaperone(s) compensate for Histone 2A (H2A)-histone 2B (H2B) dimer eviction during the histone exchange process.
413	Female carriers of the Apolipoprotein E4 (APOE4) allele have decreased risk for dementia.
414	Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for Alzheimer's disease.
416	Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.
417	Female carriers of the Apolipoprotein E4 (APOE4) allele have shorter lifetime exposure to estrogen due to a decreased reproductive period.
418	Fibroblast Growth Factor is a ligand which signals through receptor tyrosine kinases.
420	Fibroblast growth factor 21 protects against atherosclerosis by modulating adiponectin and SREBP2 levels.
422	Flexible molecules experience less steric hindrance in the tumor microenviroment than rigid molecules.
423	Folate and vitamin B12 levels influence the association between homocysteine and preeclampsia.
425	For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.
426	Forkhead 0 (fox0) transcription factors are involved in apoptosis.
428	Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.
429	Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.
430	FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).
432	Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.
434	Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.
435	Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.
441	G-CSF increases the expansion and infiltration of MDSCs into tumors.
444	GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.
445	GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.
447	Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.
448	Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.
449	Gastric lavage is an effective treatment for acute paraquat poisoning.
453	General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.
454	General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.
455	Genes involved in pre-mRNA splicing have a significant impact on genome stability.
456	Genes regulated by Esrrb transcription factor are sensitive to Mbd3 function.
458	Genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet-induced obesity.
461	Genetic deletion of JAM-A increases gut permeability.
463	Genomic aberrations of metastases provide information for targeted therapy.
466	Genomic sequences involved in alternative splicing responsible for Hutchinson-Gilford progeria syndrome (HGPS) are abundant in the ''progerinonly'' allele of Lmna knock-in models.
469	Glial calcium waves influence seizures.
470	Glioblastoma multiforme (GBM) is characterized by extensive invasion, rapid growth, necrosis, and angiogenesis.
472	Glucose restriction to 0.05% reduces RLS (replicative life span) by 20-40% in S. cerevisiae.
473	Glycan adaptation involves insertion-deletion events.
474	Glycan adaptation is rarely observed in the B-cell repertoire.
479	Gpr124 increases BBB breakdown in mouse models of ischemic stroke.
480	Gpr124 suppresses BBB breakdown in mouse models of ischemic stroke.
481	Guanine nucleotide dissociation inhibitor (Rho-GDI) interacts with the p75 NTR death domain
482	Guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins.
483	H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.
484	H4 G94P proteins induce chromatin assembly, which increases free histones.
485	H4 G94P proteins induce degradation of free histones via Rad53-dependent mechanisms.
486	H4 G94P proteins inhibit chromatin assembly, which decreases free histones.
487	H4 G94P proteins suppress degradation of free histones via Rad53-dependent mechanisms.
488	HAND2 methylation is a key step in early endometrial carcinogenesis.
489	HIV trans-activator protein (TAT) effectively transports large and small molecules across cellular membranes into larger populations of neurons.
490	HNF4A mutations are associated with macrosomia in infancy.
492	HOXB4 facilitates HSC expansion when co-cultured with HSCs.
493	HOXB4 is a highly expressed component of cellular secretome from fetal liver cell populations.
494	HSCT-T dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before AMI.
495	Having a main partner improves HIV outcomes.
498	Having a main partner worsens HIV outcomes.
499	HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).
500	Headaches are correlated with cognitive impairment.
504	Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.
505	Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.
506	Helminths interfere with immune system control of coinfections by microbial pathogens 16.
509	Hematopoietic Stem Cell purification reaches purity rates above 90%.
515	High levels of CRP lead to a higher risk of exacerbations in chronic obstructive pulmonary disease (COPD).
523	Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are negatively correlated with cardiovascular events in humans.
524	Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are positively correlated with cardiovascular events in humans.
526	Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) induces oxidative stress.
529	Human embryonic stem cells give rise to cell types from all three embryonic germ layers.
530	Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.
531	Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.
537	Hypocretin neurones suppress panicprone state in rats.
541	Hypothalamic glutamate neurotransmission is unrelated to energy balance.
542	IFI16 impedes STING phosphorylation and translocation, resulting in reduced activation of STING.
545	IFIT1 speeds viral replication by allowing for the proliferation of mis-capped viral RNAs.
547	IL-10 production by monocytes inhibits CD4 + T cell response.
548	IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.
550	ITAM phosphorylation allows for the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).
553	IgA plasma cells that are specific for transglutaminase 2 are scarce in the duodenal mucosa of celiac disease patients when the disease is active.
555	Immune complex triggered cell death leads to extracellular release of nuclear DNA.
557	Immune complex triggered cell death leads to sequestration of oxidized mitochondrial DNA.
559	Immune responses in immune cells are geographically segregated.
562	Improvements in OER catalysts show stable activity over several hundred hours.
563	In British Men, haplogroup I decreases risk of cardiovascular disease.
564	In British Men, haplogroup I increases risk of cardiovascular disease by 50%.
565	In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.
566	In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.
568	In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.
570	In breast cancer, the loss of myoepithelial cells promotes the transition of ductal carcinoma in situ to invasive carcinoma.
571	In breast cancer, the loss of myoepithelial cells slows the transition of ductal carcinoma in situ to invasive carcinoma.
572	In chronic viral infections or tumors, peptides that selectively inhibit PTPRS can be utilized to boost insufficient activity of pDCs.
573	In domesticated populations of Saccharomyces cerevisiae, segmental aneuploidy is very common.
574	In domesticated populations of Saccharomyces cerevisiae, segmental aneuploidy occurs infrequently.
576	In melanoma, anti-CTLA-4 treatment reinvigorates exhausted PD-1+Eomes+CD8 T cells.
579	In patients with congenital heart defects, β-blockers significantly improve clinical heart failure outcomes.
580	In pediatric tissue, most T cells are naive T cell emigrants from the thymus.
582	In rhesus macaques, daily subcutaneous injections of emtricitabine are ineffective at protecting against rectally transmitted simian-human immunodeficiency virus.
584	In rhesus macaques, daily subcutaneous injections of tenofovir protects against rectally transmitted simian-human immunodeficiency virus.
585	In the UK, drowning affects boys and girls equally.
588	In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, more than 50 percent of the cells with green florescent colocalize with cell proliferation markers.
590	In young and middle-aged adults, current or remote uses of ADHD medications increase the risk of serious cardiovascular events.
591	Incidence of 10/66 dementia is higher than the incidence of DSM-IV dementia.
592	Incidence of 10/66 dementia is lower than the incidence of DSM-IV dementia.
594	Incidence of heart failure increased by 10% in women since 1979.
595	Incidence of sepsis has fallen substantially from 2009 to 2014.
600	Including pharmacists in rounding teams does not alter the incidence of adverse drug events (ADEs).
601	Including pharmacists in rounding teams reduces the incidence of adverse drug events (ADEs).
602	Increase of p62 in prostate tumor stroma results in defective autophagy.
603	Increased LDL receptors plays a role in the reduction of plasma Lp(a).
606	Increased conversion of PGE 2 to PPARy ligand 15-ket-PGE 2 causes accumulation of PGE.
607	Increased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.
609	Increased flux of microbial products provokes immune responses.
610	Increased flux of microbial products suppresses immune responses.
611	Increased lipolysis leads to higher P38 phosphorylation in adipose tissue.
612	Increased microtubule acetylation exacerbates LRRK2 Roc-COR domain mutation induced locomotor deficits.
614	Increased microtubule acetylation repairs interference of axonal transport caused by LRRK2 Roc-COR domain mutations.
615	Increased microtubule acetylation worsens interference of axonal transport caused by LRRK2 Roc-COR domain mutations.
616	Increased mobility of retrotransposons does not lead to mutation and higher tumorigenesis rates.
617	Increased mobility of retrotransposons is assosciated with mutation and higher tumorigenesis rates.
618	Increased purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.
620	Increased vessel density along with a reduction in fibrosis improves the efficacy of chemotherapy treatments.
621	Individuals with Alzheimers who participate in six months of physical activity improve cognitive function for up to 18 months.
622	Individuals with low serum vitamin D concentrations have decreased risk of multiple sclerosis.
624	Induced hepatic stem cells possess the potential to differentiate into cholangiocytic cells.
625	Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.
626	Induction of urokinase receptor signaling in podocytes causes foot process effacement and proteinuria.
631	Inhibiting HDAC6 increases survival of mice with ARID1A mutated tumors.
632	Inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring.
633	Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.
635	Inhibiting glucose-6-phospate dehydrogenase improves lipogenesis by deactivating LKB1-AMPK signaling.
638	Input from  mental and physical health care professionals is not effective at decreasing homelessness.
640	Inside the body, falciparum parasites reproduce asexually.
642	Insulin decreases risk of severe kidney failure.
643	Insulin effects appetite via ventral tegmental neurons.
645	Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.
646	Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.
647	Integrated care is ineffective at tackling multiple comorbidities.
648	Integrated care is successful at tackling multiple comorbidities.
650	Integrating classroom-based collaborative learning with Web-based collaborative learning offers the best class performance.
651	Interferon stimulated genes (ISGs) Irf1, Irg1, Ifi27, and Rsad2 encourage West Nile virus replication in cortical neurons.
652	Interferon stimulated genes (ISGs) Irf1, Irg1, Ifi27, and Rsad2 inhibit West Nile virus replication in cortical neurons.
653	Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.
654	Intra-cerebroventricular infusion of amyloid-β oligomers increases expression of fibronectin type-III domain-containing protein 5 mRNA in mice hippocampi.
655	Intra-cerebroventricular infusion of amyloid-β oligomers reduces expression of fibronectin type-III domain-containing protein 5 mRNA in mice hippocampi.
657	Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.
658	It is not proven that moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD) specifically.
